"NGACV","NGCCV","NGICV","NGRCV","NNACB","NNCCB","NNICB","NNRCB","PAACB","PAACV","PACCB","PACCV","PAICB","PAICV","PARCB","PARCV"
"24",0.64151,139.51988,85.07994,202.84226,18012.92903,28345.08138,21811.5202,28954.92222,336084.0676,2976.07441,3306.82348,25.37261,38230.01824,214.87283,2710.65063,31.51798
"25",0.75366,153.87246,92.35266,223.70121,25814.87696,30004.80834,26656.78603,30516.3756,341195.9478,3009.50759,3336.03926,21.85213,40443.97477,225.50959,2778.01065,37.0118
"26",1.0278,148.21608,105.39695,210.41249,19317.90848,29281.58914,28773.4315,27914.60685,354040.9162,3145.86796,3255.63688,22.99375,49147.80661,270.48548,3182.3115,39.73502
"27",1.24479,145.51424,102.51864,208.40208,17793.59912,29280.22723,27310.43969,27989.7767,376611.528,3682.57842,4480.41354,32.50802,55615.45892,333.77909,2599.24991,35.70467
"28",1.27506,160.00193,100.30868,243.17864,19394.60536,30818.61561,28549.99036,31764.76382,375655.8696,3644.48955,4760.12444,31.71154,57571.947,318.77969,2376.22885,36.8909
"29",2.70196,190.73011,91.79244,306.8522,20527.54454,32318.26281,28673.24669,36702.0432,404623.8196,3325.18471,7786.10416,39.96811,61970.88372,276.42355,3355.53519,44.44419
"30",3.84137,193.12932,92.4484,300.74446,19605.65033,31800.93682,27498.25376,33465.9896,428893.902,3823.43416,7184.62484,47.83324,63282.94121,301.07262,4621.08996,58.60701
"31",4.62818,215.00359,101.64472,327.59802,21666.64494,32461.35878,21470.29999,35089.46117,438823.571,5004.74831,6542.34074,59.69292,61106.71542,386.70019,4051.78699,64.37231
"32",6.28552,244.60858,132.2501,380.97409,23232.07214,31314.86902,21400.8703,36474.93113,452549.5819,4857.78033,5902.81347,51.6674,51955.05938,347.58133,3848.57056,71.36334
"33",6.9156,266.95315,111.33282,426.84157,21535.0028,32257.89919,17512.95885,35921.41208,464314.6957,4634.35044,6301.25928,48.99547,54349.16024,335.86698,3924.35158,65.80994
"34",6.77802,253.16967,99.91283,405.01514,19629.45272,32702.16207,15489.1584,36265.16271,478153.8188,5891.13204,4296.80602,42.1205,50921.81637,380.59015,3156.4678,55.92019
"35",8.85755,285.16834,143.12474,464.58189,17493.90238,33730.1292,21095.14295,38863.64895,494026.1474,7291.10617,3241.861,40.64173,62302.9721,538.5498,2709.81731,53.52279
"36",14.93847,314.09477,144.8008,484.28568,19899.72946,32632.37501,17394.88795,36602.21062,514598.1522,9355.0775,3802.22848,59.70998,69602.5418,784.72925,2830.67448,63.62926
"37",19.50596,397.1099,182.62159,588.42295,23029.76233,33407.72169,18816.47539,36732.44706,528785.2342,10601.74507,3653.95647,65.82738,65985.10881,864.05747,3042.35698,80.17115
"38",18.90323,419.78711,203.03047,659.50595,22983.23641,33533.2855,19872.21255,39305.18072,524363.0934,11141.43724,4739.52782,90.08873,63791.26424,879.29345,2827.31665,83.36207
"39",21.90099,423.03326,211.32648,676.77297,24832.22958,33368.24436,20733.54684,39460.85313,494941.2916,12534.53728,9006.22818,220.65409,68719.44427,1278.3708,4862.02793,168.24907
"40",33.42064,391.18142,146.99408,613.01978,22534.0938,32783.89896,18293.0409,35366.20632,471089.1011,8300.02957,6594.84283,101.9629,57444.57539,728.29698,4540.84613,139.65347
